register,words,format1,format2,access,unit,name,id
30583,2,U32,FIX0,RO,Wh,Zählerstand Einspeisezähler,Metering.GridMs.TotWhOut,,,,,
30585,2,U32,Dauer,RO,s,Netzausfallzeit,Metering.GriFailTms,,,,,
30587,2,U32,FIX0,RO,Wh,Zählerstand PV-Erzeugungszähler,Metering.PvMs.TotWhOut,,,,,
30589,2,U32,FIX0,RO,Wh,Eigenverbrauchserhöhung,Metering.SelfCsmp.AbsSelfCsmpInc,,,,,
30591,2,U32,FIX0,RO,Wh,Eigenverbrauchserhöhung heute,Metering.SelfCsmp.DySelfCsmpInc,,,,,
30593,2,U32,FIX0,RO,Wh,Eigenverbrauchte Energie,Metering.SelfCsmp.SelfCsmpWh,,,,,
30595,2,U32,FIX0,RO,Wh,Aufgenommene Energie,Metering.WhIn,,,,,
30597,2,U32,FIX0,RO,Wh,Abgegebene Energie,Metering.WhOut,,,,,
30599,2,U32,FIX0,RO,-,Anzahl Netzzuschaltungen,Operation.GriSwCnt,,,,,
30775,2,S32,FIX0,RO,W,Leistung,GridMs.TotW,,,,,
30777,2,S32,FIX0,RO,W,Leistung L1,GridMs.W.phsA,,,,,
30779,2,S32,FIX0,RO,W,Leistung L2,GridMs.W.phsB,,,,,
30781,2,S32,FIX0,RO,W,Leistung L3,GridMs.W.phsC,,,,,
30783,2,U32,FIX2,RO,V,Netzspannung Phase L1,GridMs.PhV.phsA,,,,,
30785,2,U32,FIX2,RO,V,Netzspannung Phase L2,GridMs.PhV.phsB,,,,,
30787,2,U32,FIX2,RO,V,Netzspannung Phase L3,GridMs.PhV.phsC,,,,,
30803,2,U32,FIX2,RO,Hz,Netzfrequenz,GridMs.Hz,,,,,
30807,2,S32,FIX0,RO,VAr,Blindleistung L1,GridMs.VAr.phsA,,,,,
30809,2,S32,FIX0,RO,VAr,Blindleistung L2,GridMs.VAr.phsB,,,,,
30811,2,S32,FIX0,RO,VAr,Blindleistung L3,GridMs.VAr.phsC,,,,,
30843,2,S32,FIX3,RO,A,Batteriestrom,Bat.Amp,,,,,
30845,2,U32,FIX0,RO,%,Aktueller Batterieladezustand,Bat.ChaStt,,,,,
30847,2,U32,FIX0,RO,%,Aktuelle Batteriekapazität,Bat.Diag.ActlCapacNom,,,,,
30849,2,S32,TEMP,RO,°C,Batterietemperatur,Bat.TmpVal,,,,,
30851,2,U32,FIX2,RO,V,Batteriespannung,Bat.Vol,,,,,
30857,2,S32,FIX0,RO,-,Anzahl Ladungsdurchsätze der Batterie,Bat.Diag.CapacThrpCnt,,,,,
30859,2,U32,TAGLIST,RO,-,Zustand Wartungsladung der Batterie,Maint.FulEqCha,,,,,
30861,2,S32,FIX0,RO,W,Leistung Verbraucher,Metering.Csmp.TotWIn,,,,,
30863,2,U32,FIX0,RO,W,Aktuelle Generatorleistung,GnMs.TotWOut,,,,,
30865,2,S32,FIX0,RO,W,Leistung Bezug,Metering.GridMs.TotWIn,,,,,
30867,2,S32,FIX0,RO,W,Leistung Einspeisung,Metering.GridMs.TotWOut,,,,,
30869,2,S32,FIX0,RO,W,Leistung PV-Erzeugung,Metering.PvMs.TotWOut,,,,,
30873,2,S32,FIX0,RO,W,Momentane Eigenverbrauchserhöhung,Metering.SelfCsmp.SelfCsmpInc,,,,,
30877,2,U32,TAGLIST,RO,-,Status Stromversorgung,Operation.CsmpGriConnStt,,,,,
30879,2,U32,TAGLIST,RO,-,Grund für Generatoranforderung,Operation.GnDmdReas,,,,,
30881,2,U32,TAGLIST,RO,-,Netzanbindung der Anlage,Operation.PvGriConn,,,,,
30883,2,U32,TAGLIST,RO,-,Status öffentliches Netz,PubGri.Stt,,,,,
30901,2,U32,FIX2,RO,Hz,Netzfrequenz externer Netzanschluss,ExtGridMs.Hz,,,,,
30903,2,U32,FIX2,RO,V,Spannung externer Netzanschluss L1,ExtGridMs.PhV.phsA,,,,,
30905,2,U32,FIX2,RO,V,Spannung externer Netzanschluss L2,ExtGridMs.PhV.phsB,,,,,
30907,2,U32,FIX2,RO,V,Spannung externer Netzanschluss L3,ExtGridMs.PhV.phsC,,,,,
30909,2,S32,FIX3,RO,A,Strom externer Netzanschluss L1,ExtGridMs.A.phsA,,,,,
30911,2,S32,FIX3,RO,A,Strom externer Netzanschluss L2,ExtGridMs.A.phsB,,,,,
30913,2,S32,FIX3,RO,A,Strom externer Netzanschluss L3,ExtGridMs.A.phsC,,,,,
30915,2,U32,TAGLIST,RO,-,Status Stromversorgung,Operation.CsmpGriConnStt,,,,,
30917,2,U32,TAGLIST,RO,-,Generatorzustand,Gn.OpStt,,,,,
30925,2,U32,TAGLIST,RO,-,Verbindungsgeschwindigkeit von SMACOM A,Spdwr.ComSocA.ConnSpd,,,,,
30927,2,U32,TAGLIST,RO,-,Duplexmodus von SMACOM A,Spdwr.ComSocA.DpxMode,,,,,
30929,2,U32,TAGLIST,RO,-,Speedwire-Verbindungsstatus von SMACOM A,Spdwr.ComSocA.Stt,,,,,
30955,2,U32,TAGLIST,RO,-,Betriebsstatus der Batterie,Bat.OpStt,,,,,
30977,2,S32,FIX3,RO,A,Netzstrom Phase L1,GridMs.A.phsA,,,,,
30979,2,S32,FIX3,RO,A,Netzstrom Phase L2,GridMs.A.phsB,,,,,
30981,2,S32,FIX3,RO,A,Netzstrom Phase L3,GridMs.A.phsC,,,,,
30983,2,U32,FIX0,RO,W,Leistung der Photovoltaik,Metering.PvChaMs.TotWPv,,,,,
30985,2,S32,FIX3,RO,A,Gesamter Strom externer Netzanschluss,ExtGridMs.TotA,,,,,
30987,2,U32,FIX1,RO,%,Fehler Batterieladezustand,Bat.BatChaDif,,,,,
30989,2,U32,FIX3,RO,A,Maximal aufgetretener Batteriestrom in Laderichtung,Bat.Diag.ChaAMax,,,,,
30991,2,U32,FIX3,RO,A,Maximal aufgetretener Batteriestrom in Entladerichtung,Bat.Diag.DschAMax,,,,,
30993,2,U32,FIX3,RO,-,Ladefaktor: Verhältnis Batterieladung/-endladung,Bat.Diag.ChaFact,,,,,
30995,2,U32,Dauer,RO,s,Laufzeit des Batteriestatistikzählers,Bat.Diag.StatTm,,,,,
30997,2,S32,TEMP,RO,°C,Niedrigste gemessene Batterietemperatur,Bat.Diag.TmpValMin,,,,,
30999,2,S32,TEMP,RO,°C,Höchste gemessene Batterietemperatur,Bat.Diag.TmpValMax,,,,,
31001,2,U32,FIX2,RO,V,Maximal aufgetretene Batteriespannung,Bat.Diag.VolMax,,,,,
31003,2,U32,Dauer,RO,s,Verbleibende Zeit bis zur Vollladung,Bat.FulChaRmgTm,,,,,
31005,2,U32,Dauer,RO,s,Verbleibende Zeit bis zur Ausgleichsladung,Bat.EqChaRmgTm,,,,,
31007,2,U32,Dauer,RO,s,Verbleibende Absorptionszeit der aktuellen Batterieladephase,Bat.RmgChaTm,,,,,
31009,2,U32,FIX0,RO,%,Untere Entladegrenze für Eigenverbrauchsbereich,BatUsDm.SelfCsmpDmLim,,,,,
31011,2,U32,FIX3,RO,A,Gesamter Ausgangsstrom der Solar Laderegler,Metering.PvChaMs.Amp,,,,,
31013,2,U32,Dauer,RO,s,Verbleibende Mindestlaufzeit des Generators,Operation.RmgMinRunTm,,,,,
31015,2,U32,TAGLIST,RO,-,Betriebszustand Master (Phase L1),Operation.Health.Master,,,,,
31017,8,STR32,UTF8,RO,-,-,Spdwr.ActlIp,,,,,
31025,8,STR32,UTF8,RO,-,-,Spdwr.ActlSnetMsk,,,,,
31033,8,STR32,UTF8,RO,-,-,Spdwr.ActlGwIp,,,,,
31041,8,STR32,UTF8,RO,-,-,Spdwr.ActlDnsSrvIp,,,,,
31049,2,U32,TAGLIST,RO,-,Slave 1: Status des Multifunktionsrelais,MltFncSw.SttSlv1,,,,,
31051,2,U32,TAGLIST,RO,-,Slave 2: Status des Multifunktionsrelais,MltFncSw.SttSlv2,,,,,
31053,2,U32,TAGLIST,RO,-,Betriebszustand Slave1 (Phase L2),Operation.Health.Slv1,,,,,
31055,2,U32,TAGLIST,RO,-,Betriebszustand Slave2 (Phase L3),Operation.Health.Slv2,,,,,
31057,2,U32,TAGLIST,RO,-,Status Batterienutzungsbereich,BatUsDm.Stt,,,,,
31059,2,U32,TAGLIST,RO,-,Absorptionsphase aktiv,Bat.AbsPhsAct,,,,,
31061,2,U32,TAGLIST,RO,-,Steuerung der Batterieladung über Kommunikation verfügbar,Bat.ChaCtlComAval,,,,,
31063,2,U32,FIX0,RO,kWh,Gesamtenergie der Photovoltaik,Metering.PvChaMs.TotWhPv,,,,,
31065,2,U32,FIX0,RO,Wh,Gesamtenergie der Photovoltaik heutiger Tag,Metering.PvChaMs.DyWhPv,,,,,
31067,2,U32,FIX0,RO,kWh,Anzahl Ausgleichsladungen der Batterie,Cha.EqChaCnt,,,,,
31069,2,U32,FIX0,RO,s,Anzahl Vollladungen der Batterie,Cha.FulChaCnt,,,,,
31071,2,U32,FIX0,RO,%,Relative Batterieentladung seit letzter Vollladung,Cha.FulDschNom,,,,,
31073,2,U32,FIX0,RO,%,Relative Batterieentladung seit letzter Ausgleichsladung,Cha.EqDschNom,,,,,
31075,2,U32,Dauer,RO,s,Laufzeit Energiezählung,Metering.EnCntTm,,,,,
31077,2,U32,FIX0,RO,Wh,Energie der Photovoltaik an Solar Laderegler,Metering.PvChaMs.TotWhSICha,,,,,
31079,2,U32,FIX0,RO,Wh,Energie der Photovoltaik an Solar Laderegler,Metering.PvChaMs.TotWhSICha,,,,,
31081,2,U32,FIX0,RO,Wh,Energie der Photovoltaik an Solar Laderegler,Metering.PvChaMs.TotWhSICha,,,,,
31083,2,U32,FIX0,RO,Wh,Energie der Photovoltaik an Solar Laderegler,Metering.PvChaMs.TotWhSICha,,,,,
31085,2,U32,FIX0,RO,W,Nennleistung im Zustand Ok,Operation.HealthStt.Ok,,,,,
31393,2,U32,FIX0,RO,W,Momentane Batterieladung,BatChrg.CurBatCha,,,,,
31395,2,U32,FIX0,RO,W,Momentane Batterieentladung,BatDsch.CurBatDsch,,,,,
31397,4,U64,FIX0,RO,Wh,Batterieladung,BatChrg.BatChrg,,,,,
31401,4,U64,FIX0,RO,Wh,Batterieentladung,BatDsch.BatDsch,,,,,
31413,2,U32,TAGLIST,RO,-,Slave 1: Status des Multifunktionsrelais,MltFncSw.SttSlv1,,,,,
31415,2,U32,TAGLIST,RO,-,Slave 2: Status des Multifunktionsrelais,MltFncSw.SttSlv2,,,,,
31417,2,S32,FIX0,RO,W,Leistung externer Netzanschluss,ExtGridMs.TotW,,,,,
31419,2,S32,FIX0,RO,W,Leistung externer Netzanschluss L1,ExtGridMs.W.phsA,,,,,
31421,2,S32,FIX0,RO,W,Leistung externer Netzanschluss L2,ExtGridMs.W.phsB,,,,,
31423,2,S32,FIX0,RO,W,Leistung externer Netzanschluss L3,ExtGridMs.W.phsC,,,,,
31425,2,S32,FIX0,RO,VAr,Blindleistung externer Netzanschluss,ExtGridMs.TotVAr,,,,,
31427,2,S32,FIX0,RO,VAr,Blindleistung externer Netzanschluss L1,ExtGridMs.VAr.phsA,,,,,
31429,2,S32,FIX0,RO,VAr,Blindleistung externer Netzanschluss L2,ExtGridMs.VAr.phsB,,,,,
31431,2,S32,FIX0,RO,VAr,Blindleistung externer Netzanschluss L3,ExtGridMs.VAr.phsC,,,,,
31497,2,S32,FIX0,RO,VAr,Blindleistung,GridMs.TotVAr,,,,,
33001,2,U32,TAGLIST,RO,-,Standby-Status,Operation.StandbyStt,,,,,
33003,2,U32,TAGLIST,RO,-,Betriebsstatus,Operation.RunStt,,,,,
33013,2,U32,FIX0,RO,-,"Q(P), maximale Anzahl von Stützpunkten",Inverter.VArModCfg.VArCtlWCfg.Crv.NumPtMax,,,,,
33019,2,S32,FIX0,RO,W,Bemessungswirkleistung WMaxInRtg,Inverter.WMaxInRtg,,,,,
33021,2,S32,FIX0,RO,W,Bemessungswirkleistung WMinOutRtg,Inverter.WMinOutRtg,,,,,
33023,2,S32,FIX0,RO,W,Bemessungswirkleistung WMinInRtg,Inverter.WMinInRtg,,,,,
33025,2,U32,FIX0,RO,VA,Bemessungsscheinleistung VAMaxOutRtg,Inverter.VAMaxOutRtg,,,,,
33027,2,U32,FIX0,RO,VA,Bemessungsscheinleistung VAMaxInRtg,Inverter.VAMaxInRtg,,,,,
33029,2,S32,FIX0,RO,VAr,Bemessungsblindleistung VArMaxQ1Rtg,Inverter.VArMaxQ1Rtg,,,,,
33031,2,S32,FIX0,RO,VAr,Bemessungsblindleistung VArMaxQ2Rtg,Inverter.VArMaxQ2Rtg,,,,,
33033,2,S32,FIX0,RO,VAr,Bemessungsblindleistung VArMaxQ3Rtg,Inverter.VArMaxQ3Rtg,,,,,
33035,2,S32,FIX0,RO,VAr,Bemessungsblindleistung VArMaxQ4Rtg,Inverter.VArMaxQ4Rtg,,,,,
33037,2,U32,FIX4,RO,-,Bemessungs-cos φ PFMinQ1Rtg,Inverter.PFMinQ1Rtg,,,,,
33039,2,U32,FIX4,RO,-,Bemessungs-cos φ PFMinQ2Rtg,Inverter.PFMinQ2Rtg,,,,,
33041,2,U32,FIX4,RO,-,Bemessungs-cos φ PFMinQ3Rtg,Inverter.PFMinQ3Rtg,,,,,
33043,2,U32,FIX4,RO,-,Bemessungs-cos φ PFMinQ4Rtg,Inverter.PFMinQ4Rtg,,,,,
33047,2,U32,FIX0,RO,-,"P(U), maximale Anzahl von Stützpunkten",Inverter.WModCfg.WCtlVolCfg.Crv.NumPtMax,,,,,
34657,2,U32,TAGLIST,RO,-,Zustand digitaler Eingang,DigIn.OpMod,,,,,
34669,2,U32,TAGLIST,RO,-,Steuerung der Batterieladung über Kommunikation verfügbar,Bat.ChaCtlComAval,,,,,
35377,4,U64,FIX0,RO,-,Anzahl Ereignisse für Benutzer,Operation.EvtCntUsr,,,,,
35381,4,U64,FIX0,RO,-,Anzahl Ereignisse für Installateur,Operation.EvtCntIstl,,,,,
35385,4,U64,FIX0,RO,-,Anzahl Ereignisse für Service,Operation.EvtCntSvc,,,,,
40029,2,U32,TAGLIST,RO,-,Allgemeiner Betriebszustand,Operation.OpStt,,,,,
40031,2,U32,FIX0,RO,Ah,Nennkapazität der Batterie,Bat.CapacRtg,,,,,
40035,2,U32,TAGLIST,RO,-,Batterietyp,Bat.Typ,,,,,
40037,2,U32,FIX0,RO,V,Batterienennspannung,Bat.VRtg,,,,,
40063,2,U32,FW,RO,-,Firmware-Version des Hauptprozessors,Nameplate.CmpMain.SwRev,,,,,
40065,2,U32,FW,RO,-,Firmware-Version der Logikkomponente,Nameplate.CmpSigProc.SwRev,,,,,
40067,2,U32,RAW,RO,-,Seriennummer,Nameplate.SerNum,,,,,
40109,2,U32,TAGLIST,RO,-,Eingestellter Länderdatensatz,GridGuard.Cntry,,,,,
40187,2,U32,FIX0,RO,Wh,Nennkapazität der Batterie,Bat.CapacRtgWh,,,,,
40189,2,U32,FIX0,RO,W,Maximale Ladeleistung des Batteriestellers,BatConv.WMaxCha,,,,,
40191,2,U32,FIX0,RO,W,Maximale Entladeleistung des Batteriestellers,BatConv.WMaxDsch,,,,,
40497,16,STR32,UTF8,RO,-,-,Nameplate.MacId,,,,,
40531,2,U32,TAGLIST,RO,-,Typ der AC-Unterverteilung,Sys.AcTyp,,,,,
40749,2,U32,TAGLIST,RO,-,Zustand digitaler Eingang,DigIn.OpMod,,,,,
40783,2,U32,RAW,RO,-,Seriennummer Slave1 (Phase L2),Nameplate.SerNum.Slv1,,,,,
40785,2,U32,RAW,RO,-,Seriennummer Slave2 (Phase L3),Nameplate.SerNum.Slv2,,,,,
40789,2,U32,REV,RO,-,Kommunikationsversion,Nameplate.ComRev,,,,,
41279,2,U32,HIDDEN,RO,-,Status QCG,Operation.QCGStt,,,,,
41259,2,U32,HIDDEN,RW,-,Operation Mode BMS,,,,,
40719,2,U32,HIDDEN,RW,-,Tiefentladungsgrenze,,,,,
